symbol,secID,ticker,exchangeCD,secShortName,listDate
sz301215,301215.XSHE,301215,XSHE,中汽股份,2022-03-08
sz301216,301216.XSHE,301216,XSHE,万凯新材,2022-03-29
sz301217,301217.XSHE,301217,XSHE,铜冠铜箔,2022-01-27
sz301218,301218.XSHE,301218,XSHE,华是科技,2022-03-07
sz301219,301219.XSHE,301219,XSHE,腾远钴业,2022-03-17
sz301220,301220.XSHE,301220,XSHE,亚香股份,2022-06-22
sz301221,301221.XSHE,301221,XSHE,光庭信息,2021-12-22
sz301222,301222.XSHE,301222,XSHE,浙江恒威,2022-03-09
sz301223,301223.XSHE,301223,XSHE,中荣股份,2022-10-26
sz301225,301225.XSHE,301225,XSHE,恒勃股份,2023-06-16
sz301226,301226.XSHE,301226,XSHE,祥明智能,2022-03-25
sz301227,301227.XSHE,301227,XSHE,森鹰窗业,2022-09-26
sz301228,301228.XSHE,301228,XSHE,实朴检测,2022-01-28
sz301229,301229.XSHE,301229,XSHE,纽泰格,2022-02-22
sz301230,301230.XSHE,301230,XSHE,泓博医药,2022-11-01
sz301231,301231.XSHE,301231,XSHE,荣信文化,2022-09-08
sz301232,301232.XSHE,301232,XSHE,飞沃科技,2023-06-15
sz301233,301233.XSHE,301233,XSHE,盛帮股份,2022-07-06
sz301234,301234.XSHE,301234,XSHE,五洲医疗,2022-07-05
sz301235,301235.XSHE,301235,XSHE,华康洁净,2022-01-28
sz301236,301236.XSHE,301236,XSHE,软通动力,2022-03-15
sz301237,301237.XSHE,301237,XSHE,和顺科技,2022-03-23
sz301238,301238.XSHE,301238,XSHE,瑞泰新材,2022-06-17
sz301239,301239.XSHE,301239,XSHE,普瑞眼科,2022-07-05
sz301246,301246.XSHE,301246,XSHE,宏源药业,2023-03-20
sz301248,301248.XSHE,301248,XSHE,杰创智能,2022-04-20
sz301251,301251.XSHE,301251,XSHE,威尔高,2023-09-06
sz301252,301252.XSHE,301252,XSHE,同星科技,2023-05-25
sz301255,301255.XSHE,301255,XSHE,通力科技,2022-12-27
sz301256,301256.XSHE,301256,XSHE,华融化学,2022-03-22
sz301257,301257.XSHE,301257,XSHE,普蕊斯,2022-05-17
sz301258,301258.XSHE,301258,XSHE,富士莱,2022-03-29
sz301259,301259.XSHE,301259,XSHE,艾布鲁,2022-04-26
sz301260,301260.XSHE,301260,XSHE,格力博,2023-02-08
sz301261,301261.XSHE,301261,XSHE,恒工精密,2023-07-10
sz301262,301262.XSHE,301262,XSHE,海看股份,2023-06-20
sz301263,301263.XSHE,301263,XSHE,泰恩康,2022-03-29
sz301265,301265.XSHE,301265,XSHE,华新环保,2022-12-16
sz301266,301266.XSHE,301266,XSHE,宇邦新材,2022-06-08
sz301267,301267.XSHE,301267,XSHE,华厦眼科,2022-11-07
sz301268,301268.XSHE,301268,XSHE,铭利达,2022-04-07
sz301269,301269.XSHE,301269,XSHE,华大九天,2022-07-29
sz301270,301270.XSHE,301270,XSHE,汉仪股份,2022-08-31
sz301272,301272.XSHE,301272,XSHE,英华特,2023-07-13
sz301273,301273.XSHE,301273,XSHE,瑞晨环保,2022-10-25
sz301275,301275.XSHE,301275,XSHE,汉朔科技,2025-03-11
sz301276,301276.XSHE,301276,XSHE,嘉曼服饰,2022-09-09
sz301277,301277.XSHE,301277,XSHE,新天地,2022-11-16
sz301278,301278.XSHE,301278,XSHE,快可电子,2022-08-04
sz301279,301279.XSHE,301279,XSHE,金道科技,2022-04-13
sz301280,301280.XSHE,301280,XSHE,珠城科技,2022-12-26
sz301281,301281.XSHE,301281,XSHE,科源制药,2023-04-04
sz301282,301282.XSHE,301282,XSHE,金禄电子,2022-08-26
sz301283,301283.XSHE,301283,XSHE,聚胶股份,2022-09-02
sz301285,301285.XSHE,301285,XSHE,鸿日达,2022-09-28
sz301286,301286.XSHE,301286,XSHE,侨源股份,2022-06-14
sz301287,301287.XSHE,301287,XSHE,康力源,2023-06-14
sz301288,301288.XSHE,301288,XSHE,*ST清研,2022-04-22
sz301289,301289.XSHE,301289,XSHE,国缆检测,2022-06-22
sz301290,301290.XSHE,301290,XSHE,东星医疗,2022-11-30
sz301291,301291.XSHE,301291,XSHE,明阳电气,2023-06-30
sz301292,301292.XSHE,301292,XSHE,海科新源,2023-07-07
sz301293,301293.XSHE,301293,XSHE,三博脑科,2023-05-05
sz301295,301295.XSHE,301295,XSHE,美硕科技,2023-06-28
sz301296,301296.XSHE,301296,XSHE,新巨丰,2022-09-02
sz301297,301297.XSHE,301297,XSHE,富乐德,2022-12-30
sz301298,301298.XSHE,301298,XSHE,东利机械,2022-06-06
sz301299,301299.XSHE,301299,XSHE,卓创资讯,2022-10-19
sz301300,301300.XSHE,301300,XSHE,远翔新材,2022-08-19
sz301301,301301.XSHE,301301,XSHE,川宁生物,2022-12-27
sz301302,301302.XSHE,301302,XSHE,华如科技,2022-06-23
sz301303,301303.XSHE,301303,XSHE,真兰仪表,2023-02-20
sz301305,301305.XSHE,301305,XSHE,朗坤科技,2023-05-23
sz301306,301306.XSHE,301306,XSHE,西测测试,2022-07-26
sz301307,301307.XSHE,301307,XSHE,美利信,2023-04-24
sz301308,301308.XSHE,301308,XSHE,江波龙,2022-08-05
sz301309,301309.XSHE,301309,XSHE,万得凯,2022-09-19
sz301310,301310.XSHE,301310,XSHE,鑫宏业,2023-06-02
sz301311,301311.XSHE,301311,XSHE,昆船智能,2022-11-30
sz301312,301312.XSHE,301312,XSHE,智立方,2022-07-11
sz301313,301313.XSHE,301313,XSHE,凡拓数创,2022-09-30
sz301314,301314.XSHE,301314,XSHE,科瑞思,2023-03-28
sz301315,301315.XSHE,301315,XSHE,威士顿,2023-06-21
sz301316,301316.XSHE,301316,XSHE,慧博云通,2022-10-13
sz301317,301317.XSHE,301317,XSHE,鑫磊股份,2023-01-19
sz301318,301318.XSHE,301318,XSHE,维海德,2022-08-10
sz301319,301319.XSHE,301319,XSHE,唯特偶,2022-09-29
sz301320,301320.XSHE,301320,XSHE,豪江智能,2023-06-09
sz301321,301321.XSHE,301321,XSHE,翰博高新,2022-08-18
sz301322,301322.XSHE,301322,XSHE,绿通科技,2023-03-06
sz301323,301323.XSHE,301323,XSHE,新莱福,2023-06-06
sz301325,301325.XSHE,301325,XSHE,曼恩斯特,2023-05-12
sz301326,301326.XSHE,301326,XSHE,捷邦科技,2022-09-21
sz301327,301327.XSHE,301327,XSHE,华宝新能,2022-09-19
sz301328,301328.XSHE,301328,XSHE,维峰电子,2022-09-08
sz301329,301329.XSHE,301329,XSHE,信音电子,2023-07-17
sz301330,301330.XSHE,301330,XSHE,熵基科技,2022-08-17
sz301331,301331.XSHE,301331,XSHE,恩威医药,2022-09-21
sz301332,301332.XSHE,301332,XSHE,德尔玛,2023-05-18
sz301333,301333.XSHE,301333,XSHE,诺思格,2022-08-02
sz301335,301335.XSHE,301335,XSHE,天元宠物,2022-11-18
sz301336,301336.XSHE,301336,XSHE,趣睡科技,2022-08-12
sz301337,301337.XSHE,301337,XSHE,亚华电子,2023-05-26
sz301338,301338.XSHE,301338,XSHE,凯格精机,2022-08-16
sz301339,301339.XSHE,301339,XSHE,通行宝,2022-09-09
sz301345,301345.XSHE,301345,XSHE,涛涛车业,2023-03-21
sz301348,301348.XSHE,301348,XSHE,蓝箭电子,2023-08-10
sz301349,301349.XSHE,301349,XSHE,信德新材,2022-09-09
sz301353,301353.XSHE,301353,XSHE,普莱得,2023-05-30
sz301355,301355.XSHE,301355,XSHE,南王科技,2023-06-12
sz301356,301356.XSHE,301356,XSHE,天振股份,2022-11-14
sz301357,301357.XSHE,301357,XSHE,北方长龙,2023-04-18
sz301358,301358.XSHE,301358,XSHE,湖南裕能,2023-02-09
sz301359,301359.XSHE,301359,XSHE,东南电子,2022-11-09
sz301360,301360.XSHE,301360,XSHE,荣旗科技,2023-04-25
sz301361,301361.XSHE,301361,XSHE,众智科技,2022-11-16
sz301362,301362.XSHE,301362,XSHE,民爆光电,2023-08-04
sz301363,301363.XSHE,301363,XSHE,美好医疗,2022-10-12
sz301365,301365.XSHE,301365,XSHE,矩阵股份,2022-11-22
sz301366,301366.XSHE,301366,XSHE,一博科技,2022-09-26
sz301367,301367.XSHE,301367,XSHE,瑞迈特,2022-11-01
sz301368,301368.XSHE,301368,XSHE,丰立智能,2022-12-15
sz301369,301369.XSHE,301369,XSHE,联动科技,2022-09-22
sz301370,301370.XSHE,301370,XSHE,国科恒泰,2023-07-12
sz301371,301371.XSHE,301371,XSHE,敷尔佳,2023-08-01
sz301372,301372.XSHE,301372,XSHE,科净源,2023-08-11
sz301373,301373.XSHE,301373,XSHE,凌玮科技,2023-02-08
sz301376,301376.XSHE,301376,XSHE,致欧科技,2023-06-21
sz301377,301377.XSHE,301377,XSHE,鼎泰高科,2022-11-22
sz301378,301378.XSHE,301378,XSHE,通达海,2023-03-20
sz301379,301379.XSHE,301379,XSHE,天山电子,2022-11-01
sz301380,301380.XSHE,301380,XSHE,挖金客,2022-10-25
sz301381,301381.XSHE,301381,XSHE,赛维时代,2023-07-12
sz301382,301382.XSHE,301382,XSHE,蜂助手,2023-05-17
sz301383,301383.XSHE,301383,XSHE,天键股份,2023-06-09
sz301386,301386.XSHE,301386,XSHE,未来电器,2023-03-29
sz301387,301387.XSHE,301387,XSHE,光大同创,2023-04-18
sz301388,301388.XSHE,301388,XSHE,欣灵电气,2022-11-09
sz301389,301389.XSHE,301389,XSHE,隆扬电子,2022-10-31
sz301390,301390.XSHE,301390,XSHE,经纬股份,2023-05-08
sz301391,301391.XSHE,301391,XSHE,卡莱特,2022-12-01
sz301392,301392.XSHE,301392,XSHE,汇成真空,2024-06-05
sz301393,301393.XSHE,301393,XSHE,昊帆生物,2023-07-12
sz301395,301395.XSHE,301395,XSHE,仁信新材,2023-07-03
sz301396,301396.XSHE,301396,XSHE,宏景科技,2022-11-11
sz301397,301397.XSHE,301397,XSHE,溯联股份,2023-06-28
sz301398,301398.XSHE,301398,XSHE,星源卓镁,2022-12-15
sz301399,301399.XSHE,301399,XSHE,英特科技,2023-05-23
sz301408,301408.XSHE,301408,XSHE,华人健康,2023-03-01
sz301413,301413.XSHE,301413,XSHE,安培龙,2023-12-18
sz301418,301418.XSHE,301418,XSHE,协昌科技,2023-08-21
sz301419,301419.XSHE,301419,XSHE,阿莱德,2023-02-09
sz301421,301421.XSHE,301421,XSHE,波长光电,2023-08-23
sz301428,301428.XSHE,301428,XSHE,世纪恒通,2023-05-19
sz301429,301429.XSHE,301429,XSHE,森泰股份,2023-04-17
sz301439,301439.XSHE,301439,XSHE,泓淋电力,2023-03-17
sz301446,301446.XSHE,301446,XSHE,福事特,2023-07-25
sz301448,301448.XSHE,301448,XSHE,开创电气,2023-06-19
sz301449,301449.XSHE,301449,XSHE,天溯计量,2025-12-23
sz301456,301456.XSHE,301456,XSHE,盘古智能,2023-07-14
sz301458,301458.XSHE,301458,XSHE,钧崴电子,2025-01-10
sz301459,301459.XSHE,301459,XSHE,丰茂股份,2023-12-13
sz301468,301468.XSHE,301468,XSHE,博盈特焊,2023-07-24
sz301469,301469.XSHE,301469,XSHE,恒达新材,2023-08-22
sz301479,301479.XSHE,301479,XSHE,弘景光电,2025-03-18
sz301486,301486.XSHE,301486,XSHE,致尚科技,2023-07-07
sz301487,301487.XSHE,301487,XSHE,盟固利,2023-08-09
sz301488,301488.XSHE,301488,XSHE,豪恩汽电,2023-07-04
sz301489,301489.XSHE,301489,XSHE,思泉新材,2023-10-24
sz301491,301491.XSHE,301491,XSHE,汉桑科技,2025-08-06
sz301498,301498.XSHE,301498,XSHE,乖宝宠物,2023-08-16
sz301499,301499.XSHE,301499,XSHE,维科精密,2023-07-21
sz301500,301500.XSHE,301500,XSHE,飞南资源,2023-09-21
sz301501,301501.XSHE,301501,XSHE,恒鑫生活,2025-03-19
sz301502,301502.XSHE,301502,XSHE,华阳智能,2024-02-02
sz301503,301503.XSHE,301503,XSHE,智迪科技,2023-07-17
sz301505,301505.XSHE,301505,XSHE,苏州规划,2023-07-19
sz301507,301507.XSHE,301507,XSHE,民生健康,2023-09-05
sz301508,301508.XSHE,301508,XSHE,中机认检,2023-12-01
sz301509,301509.XSHE,301509,XSHE,金凯生科,2023-08-03
sz301510,301510.XSHE,301510,XSHE,固高科技,2023-08-15
sz301511,301511.XSHE,301511,XSHE,德福科技,2023-08-17
sz301512,301512.XSHE,301512,XSHE,智信精密,2023-07-20
sz301515,301515.XSHE,301515,XSHE,港通医疗,2023-07-25
sz301516,301516.XSHE,301516,XSHE,中远通,2023-12-08
sz301517,301517.XSHE,301517,XSHE,陕西华达,2023-10-17
sz301518,301518.XSHE,301518,XSHE,长华化学,2023-08-03
sz301519,301519.XSHE,301519,XSHE,舜禹股份,2023-07-27
sz301520,301520.XSHE,301520,XSHE,万邦医药,2023-09-25
sz301522,301522.XSHE,301522,XSHE,上大股份,2024-10-16
sz301525,301525.XSHE,301525,XSHE,儒竞科技,2023-08-30
sz301526,301526.XSHE,301526,XSHE,国际复材,2023-12-26
sz301528,301528.XSHE,301528,XSHE,多浦乐,2023-08-28
sz301529,301529.XSHE,301529,XSHE,福赛科技,2023-09-11
sz301533,301533.XSHE,301533,XSHE,威马农机,2023-08-18
sz301535,301535.XSHE,301535,XSHE,浙江华远,2025-03-27
sz301536,301536.XSHE,301536,XSHE,星宸科技,2024-03-28
sz301538,301538.XSHE,301538,XSHE,骏鼎达,2024-03-20
sz301539,301539.XSHE,301539,XSHE,宏鑫科技,2024-04-15
sz301548,301548.XSHE,301548,XSHE,崇德科技,2023-09-20
sz301550,301550.XSHE,301550,XSHE,斯菱智驱,2023-09-15
sz301551,301551.XSHE,301551,XSHE,无线传媒,2024-09-26
sz301552,301552.XSHE,301552,XSHE,科力装备,2024-07-22
sz301555,301555.XSHE,301555,XSHE,惠柏新材,2023-10-31
sz301556,301556.XSHE,301556,XSHE,托普云农,2024-10-17
sz301557,301557.XSHE,301557,XSHE,常友科技,2025-03-04
sz301558,301558.XSHE,301558,XSHE,三态股份,2023-09-28
sz301559,301559.XSHE,301559,XSHE,中集环科,2023-10-11
sz301560,301560.XSHE,301560,XSHE,众捷汽车,2025-04-25
sz301563,301563.XSHE,301563,XSHE,云汉芯城,2025-09-30
sz301565,301565.XSHE,301565,XSHE,中仑新材,2024-06-20
sz301566,301566.XSHE,301566,XSHE,达利凯普,2023-12-29
sz301567,301567.XSHE,301567,XSHE,贝隆精密,2024-01-16
sz301568,301568.XSHE,301568,XSHE,思泰克,2023-11-28
sz301571,301571.XSHE,301571,XSHE,国科天成,2024-08-21
sz301575,301575.XSHE,301575,XSHE,艾芬达,2025-09-10
sz301577,301577.XSHE,301577,XSHE,美信科技,2024-01-24
sz301578,301578.XSHE,301578,XSHE,辰奕智能,2023-12-28
sz301580,301580.XSHE,301580,XSHE,爱迪特,2024-06-26
sz301581,301581.XSHE,301581,XSHE,黄山谷捷,2025-01-03
sz301584,301584.XSHE,301584,XSHE,建发致新,2025-09-25
sz301585,301585.XSHE,301585,XSHE,蓝宇股份,2024-12-20
sz301586,301586.XSHE,301586,XSHE,佳力奇,2024-08-28
sz301587,301587.XSHE,301587,XSHE,中瑞股份,2024-04-08
sz301588,301588.XSHE,301588,XSHE,美新科技,2024-03-13
sz301589,301589.XSHE,301589,XSHE,诺瓦星云,2024-02-08
sz301590,301590.XSHE,301590,XSHE,优优绿能,2025-06-05
sz301591,301591.XSHE,301591,XSHE,肯特股份,2024-02-28
sz301592,301592.XSHE,301592,XSHE,六九一二,2024-10-24
sz301595,301595.XSHE,301595,XSHE,太力科技,2025-05-19
sz301596,301596.XSHE,301596,XSHE,瑞迪智驱,2024-05-13
sz301598,301598.XSHE,301598,XSHE,博科测试,2024-12-20
sz301600,301600.XSHE,301600,XSHE,慧翰股份,2024-09-11
sz301601,301601.XSHE,301601,XSHE,惠通科技,2025-01-15
sz301602,301602.XSHE,301602,XSHE,超研股份,2025-01-22
sz301603,301603.XSHE,301603,XSHE,乔锋智能,2024-07-10
sz301606,301606.XSHE,301606,XSHE,绿联科技,2024-07-26
sz301607,301607.XSHE,301607,XSHE,富特科技,2024-09-04
sz301608,301608.XSHE,301608,XSHE,博实结,2024-08-01
sz301609,301609.XSHE,301609,XSHE,山大电力,2025-07-23
sz301611,301611.XSHE,301611,XSHE,珂玛科技,2024-08-16
sz301613,301613.XSHE,301613,XSHE,新铝时代,2024-10-25
sz301616,301616.XSHE,301616,XSHE,浙江华业,2025-03-27
sz301617,301617.XSHE,301617,XSHE,博苑股份,2024-12-11
sz301618,301618.XSHE,301618,XSHE,长联科技,2024-09-30
sz301622,301622.XSHE,301622,XSHE,英思特,2024-12-04
sz301626,301626.XSHE,301626,XSHE,苏州天脉,2024-10-24
sz301628,301628.XSHE,301628,XSHE,强达电路,2024-10-31
sz301629,301629.XSHE,301629,XSHE,矽电股份,2025-03-24
sz301630,301630.XSHE,301630,XSHE,同宇新材,2025-07-10
sz301631,301631.XSHE,301631,XSHE,壹连科技,2024-11-22
sz301632,301632.XSHE,301632,XSHE,广东建科,2025-08-12
sz301633,301633.XSHE,301633,XSHE,港迪技术,2024-11-07
sz301636,301636.XSHE,301636,XSHE,泽润新能,2025-05-16
sz301638,301638.XSHE,301638,XSHE,南网数字,2025-11-18
sz301656,301656.XSHE,301656,XSHE,联合动力,2025-09-25
sz301658,301658.XSHE,301658,XSHE,首航新能,2025-04-02
sz301662,301662.XSHE,301662,XSHE,宏工科技,2025-04-17
sz301665,301665.XSHE,301665,XSHE,泰禾股份,2025-04-11
sz301667,301667.XSHE,301667,XSHE,纳百川,2025-12-23
sz301668,301668.XSHE,301668,XSHE,昊创瑞通,2025-09-26
sz301678,301678.XSHE,301678,XSHE,新恒汇,2025-06-20
sz301680,301680.XSHE,301680,XSHE,固德电材,2026-03-06
sz301687,301687.XSHE,301687,XSHE,新广益,2025-12-31
sz302132,302132.XSHE,302132,XSHE,中航成飞,2010-08-27
sh600000,600000.XSHG,600000,XSHG,浦发银行,1999-11-10
sh600004,600004.XSHG,600004,XSHG,白云机场,2003-04-28
sh600006,600006.XSHG,600006,XSHG,东风股份,1999-07-27
sh600007,600007.XSHG,600007,XSHG,中国国贸,1999-03-12
sh600008,600008.XSHG,600008,XSHG,首创环保,2000-04-27
sh600009,600009.XSHG,600009,XSHG,上海机场,1998-02-18
sh600010,600010.XSHG,600010,XSHG,包钢股份,2001-03-09
sh600011,600011.XSHG,600011,XSHG,华能国际,2001-12-06
sh600012,600012.XSHG,600012,XSHG,皖通高速,2003-01-07
sh600015,600015.XSHG,600015,XSHG,华夏银行,2003-09-12
sh600016,600016.XSHG,600016,XSHG,民生银行,2000-12-19
sh600017,600017.XSHG,600017,XSHG,日照港,2006-10-17
sh600018,600018.XSHG,600018,XSHG,上港集团,2006-10-26
sh600019,600019.XSHG,600019,XSHG,宝钢股份,2000-12-12
sh600020,600020.XSHG,600020,XSHG,中原高速,2003-08-08
sh600021,600021.XSHG,600021,XSHG,上海电力,2003-10-29
sh600022,600022.XSHG,600022,XSHG,山东钢铁,2004-06-29
sh600023,600023.XSHG,600023,XSHG,浙能电力,2013-12-19
sh600025,600025.XSHG,600025,XSHG,华能水电,2017-12-15
sh600026,600026.XSHG,600026,XSHG,中远海能,2002-05-23
sh600027,600027.XSHG,600027,XSHG,华电国际,2005-02-03
sh600028,600028.XSHG,600028,XSHG,中国石化,2001-08-08
sh600029,600029.XSHG,600029,XSHG,南方航空,2003-07-25
sh600030,600030.XSHG,600030,XSHG,中信证券,2003-01-06
sh600031,600031.XSHG,600031,XSHG,三一重工,2003-07-03
sh600032,600032.XSHG,600032,XSHG,浙江新能,2021-05-25
sh600033,600033.XSHG,600033,XSHG,福建高速,2001-02-09
sh600035,600035.XSHG,600035,XSHG,楚天高速,2004-03-10
sh600036,600036.XSHG,600036,XSHG,招商银行,2002-04-09
sh600037,600037.XSHG,600037,XSHG,歌华有线,2001-02-08
sh600038,600038.XSHG,600038,XSHG,中直股份,2000-12-18
sh600039,600039.XSHG,600039,XSHG,四川路桥,2003-03-25
sh600048,600048.XSHG,600048,XSHG,保利发展,2006-07-31
sh600050,600050.XSHG,600050,XSHG,中国联通,2002-10-09
sh600051,600051.XSHG,600051,XSHG,宁波联合,1997-04-10
sh600052,600052.XSHG,600052,XSHG,东望时代,1997-04-15
sh600053,600053.XSHG,600053,XSHG,九鼎投资,1997-04-18
sh600054,600054.XSHG,600054,XSHG,黄山旅游,1997-05-06
sh600055,600055.XSHG,600055,XSHG,万东医疗,1997-05-19
sh600056,600056.XSHG,600056,XSHG,中国医药,1997-05-15
sh600057,600057.XSHG,600057,XSHG,厦门象屿,1997-06-04
sh600058,600058.XSHG,600058,XSHG,五矿发展,1997-05-28
sh600059,600059.XSHG,600059,XSHG,古越龙山,1997-05-16
sh600060,600060.XSHG,600060,XSHG,海信视像,1997-04-22
sh600061,600061.XSHG,600061,XSHG,国投资本,1997-05-19
sh600062,600062.XSHG,600062,XSHG,华润双鹤,1997-05-22
sh600063,600063.XSHG,600063,XSHG,皖维高新,1997-05-28
sh600064,600064.XSHG,600064,XSHG,南京高科,1997-05-06
sh600066,600066.XSHG,600066,XSHG,宇通客车,1997-05-08
sh600067,600067.XSHG,600067,XSHG,冠城新材,1997-05-08
sh600071,600071.XSHG,600071,XSHG,凤凰光学,1997-05-28
sh600072,600072.XSHG,600072,XSHG,中船科技,1997-06-03
sh600073,600073.XSHG,600073,XSHG,光明肉业,1997-07-04
sh600075,600075.XSHG,600075,XSHG,新疆天业,1997-06-17
sh600076,600076.XSHG,600076,XSHG,康欣新材,1997-05-26
sh600078,600078.XSHG,600078,XSHG,澄星股份,1997-06-27
sh600079,600079.XSHG,600079,XSHG,ST人福,1997-06-06
sh600080,600080.XSHG,600080,XSHG,金花股份,1997-06-12
sh600081,600081.XSHG,600081,XSHG,东风科技,1997-07-03
sh600082,600082.XSHG,600082,XSHG,海泰发展,1997-06-20
sh600084,600084.XSHG,600084,XSHG,中信尼雅,1997-07-11
sh600085,600085.XSHG,600085,XSHG,同仁堂,1997-06-25
sh600088,600088.XSHG,600088,XSHG,中视传媒,1997-06-16
sh600089,600089.XSHG,600089,XSHG,特变电工,1997-06-18
sh600094,600094.XSHG,600094,XSHG,大名城,1997-07-03
sh600095,600095.XSHG,600095,XSHG,湘财股份,1997-07-08
sh600096,600096.XSHG,600096,XSHG,云天化,1997-07-09
sh600097,600097.XSHG,600097,XSHG,开创国际,1997-06-19
sh600098,600098.XSHG,600098,XSHG,广州发展,1997-07-18
sh600099,600099.XSHG,600099,XSHG,林海股份,1997-07-04
sh600100,600100.XSHG,600100,XSHG,同方股份,1997-06-27
sh600101,600101.XSHG,600101,XSHG,明星电力,1997-06-27
sh600103,600103.XSHG,600103,XSHG,青山纸业,1997-07-03
sh600104,600104.XSHG,600104,XSHG,上汽集团,1997-11-25
sh600105,600105.XSHG,600105,XSHG,永鼎股份,1997-09-29
sh600106,600106.XSHG,600106,XSHG,重庆路桥,1997-06-18
sh600107,600107.XSHG,600107,XSHG,ST尔雅,1997-11-06
sh600108,600108.XSHG,600108,XSHG,亚盛集团,1997-08-18
sh600109,600109.XSHG,600109,XSHG,国金证券,1997-08-07
sh600110,600110.XSHG,600110,XSHG,诺德股份,1997-10-07
sh600111,600111.XSHG,600111,XSHG,北方稀土,1997-09-24
sh600113,600113.XSHG,600113,XSHG,浙江东日,1997-10-21
sh600114,600114.XSHG,600114,XSHG,东睦股份,2004-05-11
sh600115,600115.XSHG,600115,XSHG,中国东航,1997-11-05
sh600116,600116.XSHG,600116,XSHG,三峡水利,1997-08-04
sh600117,600117.XSHG,600117,XSHG,西宁特钢,1997-10-15
sh600118,600118.XSHG,600118,XSHG,中国卫星,1997-09-08
sh600119,600119.XSHG,600119,XSHG,长江投资,1998-01-15
sh600120,600120.XSHG,600120,XSHG,浙江东方,1997-12-01
sh600121,600121.XSHG,600121,XSHG,郑州煤电,1998-01-07
sh600123,600123.XSHG,600123,XSHG,兰花科创,1998-12-17
sh600125,600125.XSHG,600125,XSHG,铁龙物流,1998-05-11
sh600126,600126.XSHG,600126,XSHG,杭钢股份,1998-03-11
sh600127,600127.XSHG,600127,XSHG,金健米业,1998-05-06
sh600128,600128.XSHG,600128,XSHG,苏豪弘业,1997-09-01
sh600129,600129.XSHG,600129,XSHG,太极集团,1997-11-18
sh600130,600130.XSHG,600130,XSHG,*ST波导,2000-07-06
sh600131,600131.XSHG,600131,XSHG,国网信通,1998-04-02
sh600132,600132.XSHG,600132,XSHG,重庆啤酒,1997-10-30
sh600133,600133.XSHG,600133,XSHG,东湖高新,1998-02-12
sh600135,600135.XSHG,600135,XSHG,乐凯胶片,1998-01-22
sh600136,600136.XSHG,600136,XSHG,ST明诚,1998-03-03
sh600137,600137.XSHG,600137,XSHG,浪莎股份,1998-04-16
sh600138,600138.XSHG,600138,XSHG,中青旅,1997-12-03
sh600141,600141.XSHG,600141,XSHG,兴发集团,1999-06-16
sh600143,600143.XSHG,600143,XSHG,金发科技,2004-06-23
sh600148,600148.XSHG,600148,XSHG,长春一东,1998-05-20
sh600149,600149.XSHG,600149,XSHG,廊坊发展,1999-10-14
sh600150,600150.XSHG,600150,XSHG,中国船舶,1998-05-20
sh600151,600151.XSHG,600151,XSHG,航天机电,1998-06-05
sh600152,600152.XSHG,600152,XSHG,维科技术,1998-06-09
sh600153,600153.XSHG,600153,XSHG,建发股份,1998-06-16
sh600155,600155.XSHG,600155,XSHG,华创云信,1998-09-18
sh600156,600156.XSHG,600156,XSHG,华升股份,1998-05-27
sh600157,600157.XSHG,600157,XSHG,永泰能源,1998-05-13
sh600158,600158.XSHG,600158,XSHG,中体产业,1998-03-27
sh600159,600159.XSHG,600159,XSHG,大龙地产,1998-05-26
sh600160,600160.XSHG,600160,XSHG,巨化股份,1998-06-26
sh600161,600161.XSHG,600161,XSHG,天坛生物,1998-06-16
sh600162,600162.XSHG,600162,XSHG,香江控股,1998-06-09
sh600163,600163.XSHG,600163,XSHG,中闽能源,1998-06-02
sh600165,600165.XSHG,600165,XSHG,ST宁科,1998-05-29
sh600166,600166.XSHG,600166,XSHG,福田汽车,1998-06-02
sh600167,600167.XSHG,600167,XSHG,联美控股,1999-01-28
sh600168,600168.XSHG,600168,XSHG,武汉控股,1998-04-27
sh600169,600169.XSHG,600169,XSHG,ST太重,1998-09-04
sh600170,600170.XSHG,600170,XSHG,上海建工,1998-06-23
sh600171,600171.XSHG,600171,XSHG,上海贝岭,1998-09-24
sh600172,600172.XSHG,600172,XSHG,黄河旋风,1998-11-26
sh600173,600173.XSHG,600173,XSHG,卧龙新能,1999-04-15
sh600176,600176.XSHG,600176,XSHG,中国巨石,1999-04-22
sh600177,600177.XSHG,600177,XSHG,雅戈尔,1998-11-19
sh600178,600178.XSHG,600178,XSHG,东安动力,1998-10-14
sh600179,600179.XSHG,600179,XSHG,安通控股,1998-11-04
sh600180,600180.XSHG,600180,XSHG,瑞茂通,1998-07-03
sh600182,600182.XSHG,600182,XSHG,S佳通,1999-05-07
sh600183,600183.XSHG,600183,XSHG,生益科技,1998-10-28
sh600184,600184.XSHG,600184,XSHG,光电股份,2003-11-06
sh600185,600185.XSHG,600185,XSHG,珠免集团,1999-06-11
sh600186,600186.XSHG,600186,XSHG,莲花控股,1998-08-25
sh600187,600187.XSHG,600187,XSHG,国中水务,1998-11-11
sh600188,600188.XSHG,600188,XSHG,兖矿能源,1998-07-01
sh600189,600189.XSHG,600189,XSHG,泉阳泉,1998-10-07
sh600191,600191.XSHG,600191,XSHG,华资实业,1998-12-10
sh600192,600192.XSHG,600192,XSHG,长城电工,1998-12-24
sh600193,600193.XSHG,600193,XSHG,*ST创兴,1999-05-27
sh600195,600195.XSHG,600195,XSHG,中牧股份,1999-01-07
